term,estimate,std.error,statistic,p.value,q.vals
pbs1,0.006434046441447818,0.007045488263305955,0.9132151244871665,0.3777549344911464,0.3777549344911464
K04F10S,-0.012157376339316487,0.006558992622290741,-1.853543225220232,0.08663092039014565,0.1732618407802913
