term,estimate,std.error,statistic,p.value,q.vals
pbs1,0.03456387704605256,0.0055291789043157465,6.251177189993628,2.966197999388805e-5,2.966197999388805e-5
K04F10S,0.047616197606340525,0.005147385430987228,9.250559967724842,4.4079643187441784e-7,8.815928637488357e-7
