term,estimate,std.error,statistic,p.value,q.vals
pbs1,-0.03567872254024582,0.04575882444349985,-0.7797123937110686,0.45201052227068006,0.45201052227068006
K04F10S,-0.16800417641761242,0.048713988576634844,-3.448787121040503,0.00543967607925335,0.0108793521585067
