term,estimate,std.error,statistic,p.value,q.vals
pbs1,0.05776363837471049,0.025830318712438134,2.2362727699095495,0.047007178061538965,0.047007178061538965
K04F10S,0.09766466961152448,0.027498474141140063,3.551639596809839,0.004538979081410566,0.009077958162821132
