term,estimate,std.error,statistic,p.value,q.vals
pbs1,0.018366240403409003,0.020204911855119665,0.9089987887650811,0.37989464158399466,0.37989464158399466
K04F10S,0.23432622429457614,0.018809749280538923,12.457700567918597,1.3321531655422752e-8,2.6643063310845504e-8
