term,estimate,std.error,statistic,p.value,q.vals
pbs1,-0.3060901617358776,2.2893998301459324,-0.13369886627289854,0.8956882777391615,0.8956882777391615
K04F10S,-19.40339730483535,2.1313152522881094,-9.10395460455909,5.286413022704062e-7,1.0572826045408124e-6
