term,estimate,std.error,statistic,p.value,q.vals
pbs1,0.19131166802102692,0.1758990155299966,1.0876221645959239,0.30001868517995234,0.30001868517995234
K04F10S,0.3270522415827168,0.18725880171484124,1.746525335993305,0.1085450444450362,0.2170900888900724
